order_id,order_date,region,product_category,sales_rep,lead_source,units_sold,unit_price,revenue,month
503274,2025-04-03,Midwest,Window Treatments,Rep A,Canvassing,3,259.28,777.84,2025-04
503275,2024-08-07,South,Window Treatments,Rep C,Partner,2,305.72,611.44,2024-08
503276,2024-03-14,East,Outdoor Shades,Rep B,Referral,1,1074.33,1074.33,2024-03
503277,2024-06-10,Midwest,Smart Blinds,Rep E,Inbound Call,2,839.1,1678.2,2024-06
503278,2025-02-26,South,Outdoor Shades,Rep C,Canvassing,2,648.02,1296.04,2025-02
503279,2024-02-05,South,Accessories,Rep A,Partner,2,253.28,506.56,2024-02
503280,2024-11-14,East,Window Treatments,Rep A,Website,3,728.1,2184.3,2024-11
503281,2024-03-05,South,Accessories,Rep C,Website,3,496.9,1490.7,2024-03
503282,2024-12-06,South,Accessories,Rep C,Inbound Call,1,180.13,180.13,2024-12
503283,2025-10-06,West,Outdoor Shades,Rep C,Referral,5,323.86,1619.3,2025-10
503284,2025-12-25,East,Outdoor Shades,Rep B,Canvassing,4,1056.69,4226.76,2025-12
503285,2024-05-12,East,Smart Blinds,Rep E,Website,2,1047.28,2094.56,2024-05
503286,2025-05-13,West,Outdoor Shades,Rep A,Referral,1,256.58,256.58,2025-05
503287,2024-03-20,East,Window Treatments,Rep E,Website,1,1084.49,1084.49,2024-03
503288,2025-05-16,West,Smart Blinds,Rep B,Referral,4,136.27,545.08,2025-05
503289,2024-11-06,East,Smart Blinds,Rep C,Website,1,290.82,290.82,2024-11
503290,2025-06-19,East,Outdoor Shades,Rep E,Canvassing,5,317.54,1587.7,2025-06
503291,2025-11-20,East,Outdoor Shades,Rep A,Canvassing,1,453.9,453.9,2025-11
503292,2025-09-04,Midwest,Accessories,Rep B,Website,3,565.96,1697.88,2025-09
503293,2024-03-15,Midwest,Window Treatments,Rep E,Inbound Call,2,885.47,1770.94,2024-03
503294,2025-01-08,East,Smart Blinds,Rep E,Inbound Call,1,612.73,612.73,2025-01
503295,2025-01-01,East,Accessories,Rep C,Canvassing,2,810.6,1621.2,2025-01
503296,2025-01-04,West,Window Treatments,Rep D,Website,1,451.83,451.83,2025-01
503297,2025-07-16,West,Accessories,Rep C,Canvassing,4,1009.65,4038.6,2025-07
503298,2024-11-25,Midwest,Outdoor Shades,Rep A,Canvassing,4,985.43,3941.72,2024-11
503299,2024-02-29,South,Outdoor Shades,Rep A,Referral,1,811.79,811.79,2024-02
503300,2025-01-20,East,Outdoor Shades,Rep A,Referral,4,671.41,2685.64,2025-01
503301,2025-07-01,East,Accessories,Rep D,Website,3,364.01,1092.03,2025-07
503302,2024-01-05,East,Window Treatments,Rep C,Partner,3,757.17,2271.51,2024-01
503303,2025-08-16,South,Window Treatments,Rep B,Inbound Call,1,836.23,836.23,2025-08
503304,2024-03-19,Midwest,Accessories,Rep B,Partner,4,1077.31,4309.24,2024-03
503305,2025-11-03,South,Window Treatments,Rep A,Website,5,466.79,2333.95,2025-11
503306,2024-02-24,Midwest,Window Treatments,Rep C,Inbound Call,2,708.1,1416.2,2024-02
503307,2025-09-25,East,Smart Blinds,Rep B,Partner,3,1014.05,3042.15,2025-09
503308,2025-09-23,West,Window Treatments,Rep D,Website,1,312.81,312.81,2025-09
503309,2024-10-10,West,Outdoor Shades,Rep A,Referral,2,132.81,265.62,2024-10
503310,2024-09-26,East,Accessories,Rep A,Website,5,587.98,2939.9,2024-09
503311,2024-07-27,West,Accessories,Rep D,Referral,3,826.37,2479.11,2024-07
503312,2024-08-25,East,Smart Blinds,Rep E,Partner,5,344.14,1720.7,2024-08
503313,2024-12-30,Midwest,Window Treatments,Rep D,Website,5,217.77,1088.85,2024-12
503314,2025-08-19,South,Outdoor Shades,Rep C,Inbound Call,4,1083.99,4335.96,2025-08
503315,2024-12-13,West,Accessories,Rep A,Inbound Call,4,152.66,610.64,2024-12
503316,2025-11-14,East,Outdoor Shades,Rep A,Referral,2,306.59,613.18,2025-11
503317,2024-04-12,East,Outdoor Shades,Rep A,Website,4,901.76,3607.04,2024-04
503318,2025-02-14,East,Window Treatments,Rep D,Canvassing,4,504.73,2018.92,2025-02
503319,2025-10-10,West,Window Treatments,Rep D,Referral,4,1010.51,4042.04,2025-10
503320,2024-03-30,East,Outdoor Shades,Rep B,Referral,1,647.7,647.7,2024-03
503321,2024-03-13,West,Window Treatments,Rep A,Canvassing,2,1067.46,2134.92,2024-03
503322,2024-07-18,South,Outdoor Shades,Rep D,Inbound Call,1,638.84,638.84,2024-07
503323,2025-10-22,East,Outdoor Shades,Rep D,Website,5,872.23,4361.15,2025-10
503324,2024-02-24,West,Smart Blinds,Rep B,Referral,3,1026.51,3079.53,2024-02
503325,2025-09-06,East,Window Treatments,Rep C,Partner,3,940.3,2820.9,2025-09
503326,2024-03-15,West,Window Treatments,Rep A,Referral,2,332.93,665.86,2024-03
503327,2025-10-21,Midwest,Window Treatments,Rep E,Referral,3,800.19,2400.57,2025-10
503328,2025-11-10,South,Smart Blinds,Rep E,Inbound Call,1,439.46,439.46,2025-11
503329,2025-12-31,West,Outdoor Shades,Rep B,Canvassing,3,870.2,2610.6,2025-12
503330,2024-06-21,East,Window Treatments,Rep C,Referral,1,842.85,842.85,2024-06
503331,2024-05-01,South,Outdoor Shades,Rep D,Inbound Call,1,738.15,738.15,2024-05
503332,2024-02-28,West,Accessories,Rep C,Canvassing,1,389.15,389.15,2024-02
503333,2024-10-30,East,Smart Blinds,Rep E,Partner,3,633.15,1899.45,2024-10
503334,2025-12-14,Midwest,Accessories,Rep B,Inbound Call,1,734.77,734.77,2025-12
503335,2025-07-26,Midwest,Window Treatments,Rep D,Partner,4,404.65,1618.6,2025-07
503336,2025-07-08,Midwest,Window Treatments,Rep B,Canvassing,2,445.19,890.38,2025-07
503337,2024-02-25,West,Accessories,Rep A,Partner,4,305.86,1223.44,2024-02
503338,2024-02-03,Midwest,Window Treatments,Rep D,Referral,5,356.6,1783.0,2024-02
503339,2025-09-27,East,Outdoor Shades,Rep B,Partner,3,545.68,1637.04,2025-09
503340,2024-05-30,East,Outdoor Shades,Rep D,Website,1,382.93,382.93,2024-05
503341,2025-03-20,South,Window Treatments,Rep A,Canvassing,4,960.66,3842.64,2025-03
503342,2025-10-22,East,Outdoor Shades,Rep D,Canvassing,5,960.98,4804.9,2025-10
503343,2025-12-19,Midwest,Window Treatments,Rep E,Canvassing,3,268.48,805.44,2025-12
503344,2025-11-08,South,Window Treatments,Rep D,Canvassing,1,202.27,202.27,2025-11
503345,2024-05-25,West,Accessories,Rep E,Partner,4,781.92,3127.68,2024-05
503346,2024-04-30,Midwest,Smart Blinds,Rep A,Canvassing,4,790.58,3162.32,2024-04
503347,2025-01-09,East,Window Treatments,Rep A,Referral,2,670.53,1341.06,2025-01
503348,2024-08-24,Midwest,Window Treatments,Rep A,Inbound Call,2,460.22,920.44,2024-08
503349,2024-04-16,East,Window Treatments,Rep A,Inbound Call,3,578.35,1735.05,2024-04
503350,2024-12-02,West,Window Treatments,Rep E,Partner,1,947.94,947.94,2024-12
503351,2025-11-02,East,Smart Blinds,Rep A,Inbound Call,3,843.73,2531.19,2025-11
503352,2025-08-06,East,Window Treatments,Rep E,Inbound Call,3,868.95,2606.85,2025-08
503353,2024-05-16,East,Outdoor Shades,Rep C,Website,3,1060.15,3180.45,2024-05
503354,2024-07-19,East,Smart Blinds,Rep E,Partner,4,605.76,2423.04,2024-07
503355,2024-05-18,East,Accessories,Rep E,Partner,5,594.85,2974.25,2024-05
503356,2024-08-19,West,Outdoor Shades,Rep D,Inbound Call,5,186.75,933.75,2024-08
503357,2024-03-17,West,Accessories,Rep C,Inbound Call,5,258.02,1290.1,2024-03
503358,2025-03-21,East,Outdoor Shades,Rep B,Canvassing,2,1095.32,2190.64,2025-03
503359,2024-08-07,West,Window Treatments,Rep C,Partner,5,849.31,4246.55,2024-08
503360,2024-08-10,South,Outdoor Shades,Rep D,Partner,2,355.14,710.28,2024-08
503361,2024-10-31,Midwest,Accessories,Rep D,Inbound Call,5,1060.03,5300.15,2024-10
503362,2025-01-31,West,Window Treatments,Rep E,Referral,4,1051.96,4207.84,2025-01
503363,2024-09-07,South,Outdoor Shades,Rep C,Inbound Call,5,343.93,1719.65,2024-09
503364,2024-11-05,East,Outdoor Shades,Rep D,Partner,3,1016.74,3050.22,2024-11
503365,2024-12-25,West,Accessories,Rep E,Canvassing,4,1091.03,4364.12,2024-12
503366,2025-08-06,Midwest,Outdoor Shades,Rep B,Referral,3,209.87,629.61,2025-08
503367,2025-09-18,South,Outdoor Shades,Rep A,Partner,4,874.49,3497.96,2025-09
503368,2024-09-15,Midwest,Accessories,Rep A,Website,4,344.98,1379.92,2024-09
503369,2024-08-07,South,Outdoor Shades,Rep D,Canvassing,3,389.15,1167.45,2024-08
503370,2025-12-14,East,Outdoor Shades,Rep D,Referral,1,750.34,750.34,2025-12
503371,2024-02-18,West,Window Treatments,Rep C,Partner,2,795.8,1591.6,2024-02
503372,2024-12-04,Midwest,Window Treatments,Rep C,Partner,1,823.54,823.54,2024-12
503373,2024-08-26,Midwest,Outdoor Shades,Rep D,Referral,1,284.52,284.52,2024-08
503374,2024-01-28,East,Smart Blinds,Rep A,Referral,1,1083.05,1083.05,2024-01
503375,2024-06-08,Midwest,Window Treatments,Rep E,Referral,3,974.5,2923.5,2024-06
503376,2024-08-18,Midwest,Outdoor Shades,Rep E,Partner,2,808.14,1616.28,2024-08
503377,2024-07-13,Midwest,Outdoor Shades,Rep D,Website,3,253.28,759.84,2024-07
503378,2025-10-02,West,Outdoor Shades,Rep C,Inbound Call,2,1015.42,2030.84,2025-10
503379,2025-03-06,South,Accessories,Rep A,Inbound Call,5,354.16,1770.8,2025-03
503380,2025-12-17,South,Window Treatments,Rep E,Partner,5,1096.29,5481.45,2025-12
503381,2024-04-12,South,Smart Blinds,Rep A,Website,1,187.12,187.12,2024-04
503382,2025-11-29,Midwest,Window Treatments,Rep A,Canvassing,4,467.69,1870.76,2025-11
503383,2025-09-03,East,Smart Blinds,Rep C,Website,3,208.76,626.28,2025-09
503384,2024-02-05,East,Smart Blinds,Rep C,Partner,1,672.38,672.38,2024-02
503385,2025-05-05,Midwest,Window Treatments,Rep C,Referral,3,638.49,1915.47,2025-05
503386,2024-04-12,East,Accessories,Rep A,Canvassing,2,215.72,431.44,2024-04
503387,2024-12-29,West,Outdoor Shades,Rep C,Inbound Call,4,789.56,3158.24,2024-12
503388,2025-10-18,East,Outdoor Shades,Rep B,Inbound Call,3,1031.01,3093.03,2025-10
503389,2025-07-08,Midwest,Window Treatments,Rep A,Referral,3,506.12,1518.36,2025-07
503390,2024-10-22,East,Accessories,Rep C,Partner,5,723.25,3616.25,2024-10
503391,2024-10-10,South,Window Treatments,Rep E,Partner,5,778.31,3891.55,2024-10
503392,2024-10-01,East,Window Treatments,Rep D,Canvassing,5,945.75,4728.75,2024-10
503393,2024-10-22,South,Window Treatments,Rep E,Partner,2,852.17,1704.34,2024-10
503394,2024-04-04,West,Smart Blinds,Rep B,Inbound Call,1,621.8,621.8,2024-04
503395,2024-01-04,West,Outdoor Shades,Rep B,Partner,2,947.84,1895.68,2024-01
503396,2025-02-18,Midwest,Outdoor Shades,Rep A,Inbound Call,3,686.0,2058.0,2025-02
503397,2025-04-10,West,Smart Blinds,Rep E,Inbound Call,2,943.71,1887.42,2025-04
503398,2025-09-21,West,Accessories,Rep C,Canvassing,4,457.66,1830.64,2025-09
503399,2024-10-02,West,Window Treatments,Rep E,Inbound Call,5,858.52,4292.6,2024-10
503400,2024-04-18,West,Window Treatments,Rep E,Inbound Call,4,490.59,1962.36,2024-04
503401,2024-12-16,Midwest,Smart Blinds,Rep D,Referral,2,1086.13,2172.26,2024-12
503402,2024-08-20,Midwest,Outdoor Shades,Rep A,Partner,5,828.92,4144.6,2024-08
503403,2025-06-15,South,Outdoor Shades,Rep D,Partner,3,318.49,955.47,2025-06
503404,2024-08-29,Midwest,Outdoor Shades,Rep A,Canvassing,3,957.82,2873.46,2024-08
503405,2024-05-16,West,Outdoor Shades,Rep D,Inbound Call,1,1081.41,1081.41,2024-05
503406,2025-05-23,South,Window Treatments,Rep C,Website,3,1008.29,3024.87,2025-05
503407,2025-09-29,Midwest,Outdoor Shades,Rep B,Website,4,724.32,2897.28,2025-09
503408,2024-11-19,East,Window Treatments,Rep D,Canvassing,3,996.05,2988.15,2024-11
503409,2025-10-28,West,Smart Blinds,Rep E,Canvassing,1,1076.85,1076.85,2025-10
503410,2025-04-04,South,Accessories,Rep D,Referral,2,643.64,1287.28,2025-04
503411,2025-02-07,Midwest,Accessories,Rep B,Canvassing,2,614.25,1228.5,2025-02
503412,2024-03-03,West,Window Treatments,Rep E,Partner,4,862.98,3451.92,2024-03
503413,2025-07-21,East,Window Treatments,Rep E,Partner,3,1069.33,3207.99,2025-07
503414,2024-04-17,South,Window Treatments,Rep B,Partner,1,555.13,555.13,2024-04
503415,2024-03-30,West,Accessories,Rep C,Inbound Call,2,1001.2,2002.4,2024-03
503416,2025-06-13,South,Accessories,Rep B,Partner,2,133.22,266.44,2025-06
503417,2025-05-17,West,Window Treatments,Rep D,Canvassing,3,626.18,1878.54,2025-05
503418,2024-08-24,Midwest,Accessories,Rep C,Website,5,996.64,4983.2,2024-08
503419,2024-10-21,South,Window Treatments,Rep C,Website,5,959.46,4797.3,2024-10
503420,2025-10-17,West,Window Treatments,Rep A,Website,1,978.02,978.02,2025-10
503421,2024-05-04,South,Window Treatments,Rep E,Referral,3,742.7,2228.1,2024-05
503422,2025-08-11,West,Window Treatments,Rep A,Canvassing,3,324.76,974.28,2025-08
503423,2024-04-19,West,Smart Blinds,Rep B,Website,3,714.99,2144.97,2024-04
503424,2024-05-09,West,Outdoor Shades,Rep B,Canvassing,2,511.19,1022.38,2024-05
503425,2025-12-12,West,Window Treatments,Rep D,Canvassing,3,807.22,2421.66,2025-12
503426,2024-03-25,Midwest,Outdoor Shades,Rep B,Canvassing,1,712.31,712.31,2024-03
503427,2024-02-24,East,Window Treatments,Rep C,Partner,4,373.82,1495.28,2024-02
503428,2024-11-03,South,Outdoor Shades,Rep C,Referral,4,903.95,3615.8,2024-11
503429,2025-03-07,West,Smart Blinds,Rep C,Website,4,631.44,2525.76,2025-03
503430,2025-10-04,South,Smart Blinds,Rep D,Canvassing,4,772.83,3091.32,2025-10
503431,2024-07-29,South,Accessories,Rep E,Referral,3,423.33,1269.99,2024-07
503432,2025-10-16,East,Window Treatments,Rep C,Website,5,597.8,2989.0,2025-10
503433,2025-11-04,East,Window Treatments,Rep B,Partner,1,515.19,515.19,2025-11
503434,2025-02-24,South,Outdoor Shades,Rep B,Partner,1,1077.82,1077.82,2025-02
503435,2024-05-24,South,Window Treatments,Rep A,Partner,1,345.94,345.94,2024-05
503436,2025-07-29,East,Smart Blinds,Rep B,Inbound Call,4,724.39,2897.56,2025-07
503437,2025-10-02,East,Window Treatments,Rep C,Inbound Call,2,595.99,1191.98,2025-10
503438,2024-06-19,Midwest,Window Treatments,Rep E,Website,5,1077.78,5388.9,2024-06
503439,2025-02-27,Midwest,Smart Blinds,Rep A,Canvassing,4,563.17,2252.68,2025-02
503440,2024-11-21,West,Outdoor Shades,Rep D,Canvassing,1,707.63,707.63,2024-11
503441,2025-11-02,East,Window Treatments,Rep B,Referral,1,568.77,568.77,2025-11
503442,2025-03-06,Midwest,Outdoor Shades,Rep E,Canvassing,1,291.43,291.43,2025-03
503443,2025-06-15,Midwest,Window Treatments,Rep C,Referral,2,528.45,1056.9,2025-06
503444,2024-10-16,West,Window Treatments,Rep B,Partner,5,459.14,2295.7,2024-10
503445,2025-07-28,East,Window Treatments,Rep A,Partner,5,221.38,1106.9,2025-07
503446,2025-05-09,Midwest,Window Treatments,Rep D,Canvassing,5,208.92,1044.6,2025-05
503447,2024-11-18,South,Window Treatments,Rep E,Partner,5,1097.12,5485.6,2024-11
503448,2025-08-25,Midwest,Window Treatments,Rep A,Partner,5,442.26,2211.3,2025-08
503449,2025-12-14,South,Accessories,Rep C,Website,5,874.13,4370.65,2025-12
503450,2024-01-09,West,Outdoor Shades,Rep B,Website,3,135.25,405.75,2024-01
503451,2025-01-15,West,Window Treatments,Rep D,Canvassing,2,740.38,1480.76,2025-01
503452,2024-06-22,West,Outdoor Shades,Rep C,Inbound Call,5,637.26,3186.3,2024-06
503453,2024-05-14,South,Smart Blinds,Rep D,Partner,2,919.98,1839.96,2024-05
503454,2024-10-03,Midwest,Window Treatments,Rep E,Website,3,482.71,1448.13,2024-10
503455,2025-03-01,East,Smart Blinds,Rep A,Partner,3,834.4,2503.2,2025-03
503456,2024-02-06,West,Smart Blinds,Rep C,Canvassing,4,999.5,3998.0,2024-02
503457,2025-06-01,West,Window Treatments,Rep B,Referral,4,863.68,3454.72,2025-06
503458,2025-06-07,Midwest,Outdoor Shades,Rep E,Partner,2,772.88,1545.76,2025-06
503459,2024-06-20,South,Accessories,Rep D,Canvassing,3,455.27,1365.81,2024-06
503460,2025-05-05,Midwest,Outdoor Shades,Rep A,Canvassing,1,480.61,480.61,2025-05
503461,2024-04-14,West,Smart Blinds,Rep C,Website,4,390.92,1563.68,2024-04
503462,2025-01-19,East,Outdoor Shades,Rep E,Inbound Call,1,145.95,145.95,2025-01
503463,2025-10-04,East,Smart Blinds,Rep C,Referral,1,276.18,276.18,2025-10
503464,2025-05-17,South,Smart Blinds,Rep A,Referral,5,631.95,3159.75,2025-05
503465,2025-09-03,West,Outdoor Shades,Rep E,Partner,4,229.67,918.68,2025-09
503466,2024-11-08,Midwest,Window Treatments,Rep E,Inbound Call,4,538.11,2152.44,2024-11
503467,2024-09-20,Midwest,Window Treatments,Rep B,Partner,4,1003.98,4015.92,2024-09
503468,2024-08-09,West,Window Treatments,Rep E,Inbound Call,5,719.59,3597.95,2024-08
503469,2025-05-06,East,Smart Blinds,Rep E,Website,5,479.0,2395.0,2025-05
503470,2025-04-18,East,Outdoor Shades,Rep D,Inbound Call,1,368.26,368.26,2025-04
503471,2025-07-01,Midwest,Smart Blinds,Rep D,Canvassing,3,866.37,2599.11,2025-07
503472,2025-10-28,Midwest,Window Treatments,Rep A,Referral,4,351.7,1406.8,2025-10
503473,2025-03-07,East,Window Treatments,Rep C,Partner,5,803.7,4018.5,2025-03
503474,2024-07-14,West,Outdoor Shades,Rep D,Website,5,732.42,3662.1,2024-07
503475,2025-06-17,West,Window Treatments,Rep E,Canvassing,1,282.67,282.67,2025-06
503476,2024-10-10,West,Smart Blinds,Rep D,Canvassing,2,249.02,498.04,2024-10
503477,2025-12-02,South,Smart Blinds,Rep A,Inbound Call,5,460.45,2302.25,2025-12
503478,2024-11-13,East,Outdoor Shades,Rep B,Referral,3,855.83,2567.49,2024-11
503479,2025-04-13,West,Window Treatments,Rep C,Inbound Call,1,1018.82,1018.82,2025-04
503480,2025-12-08,South,Smart Blinds,Rep D,Partner,5,495.88,2479.4,2025-12
503481,2024-03-19,South,Outdoor Shades,Rep B,Website,4,202.4,809.6,2024-03
503482,2024-09-23,Midwest,Window Treatments,Rep C,Canvassing,1,408.14,408.14,2024-09
503483,2024-02-26,East,Window Treatments,Rep A,Inbound Call,4,367.89,1471.56,2024-02
503484,2025-10-27,West,Outdoor Shades,Rep C,Canvassing,3,346.1,1038.3,2025-10
503485,2024-04-23,Midwest,Window Treatments,Rep B,Canvassing,4,176.56,706.24,2024-04
503486,2025-01-04,East,Window Treatments,Rep D,Partner,5,927.63,4638.15,2025-01
503487,2024-06-04,South,Accessories,Rep B,Canvassing,4,963.81,3855.24,2024-06
503488,2025-05-11,South,Outdoor Shades,Rep D,Referral,5,642.9,3214.5,2025-05
503489,2025-10-18,South,Accessories,Rep D,Canvassing,1,986.17,986.17,2025-10
503490,2024-08-01,West,Window Treatments,Rep B,Canvassing,1,1006.99,1006.99,2024-08
503491,2025-11-02,West,Window Treatments,Rep B,Referral,2,888.53,1777.06,2025-11
503492,2024-07-31,South,Smart Blinds,Rep C,Website,1,581.97,581.97,2024-07
503493,2025-07-02,South,Outdoor Shades,Rep A,Inbound Call,2,349.72,699.44,2025-07
503494,2025-04-14,Midwest,Outdoor Shades,Rep E,Partner,1,792.01,792.01,2025-04
503495,2025-12-05,Midwest,Outdoor Shades,Rep E,Canvassing,3,354.85,1064.55,2025-12
503496,2024-10-17,South,Smart Blinds,Rep A,Canvassing,4,615.04,2460.16,2024-10
503497,2024-04-05,East,Window Treatments,Rep E,Partner,4,261.59,1046.36,2024-04
503498,2025-11-22,South,Smart Blinds,Rep C,Inbound Call,5,983.61,4918.05,2025-11
503499,2025-02-25,Midwest,Outdoor Shades,Rep E,Referral,4,246.37,985.48,2025-02
503500,2025-09-08,South,Accessories,Rep A,Partner,5,203.75,1018.75,2025-09
503501,2024-06-26,East,Smart Blinds,Rep D,Canvassing,2,235.99,471.98,2024-06
503502,2025-02-13,East,Smart Blinds,Rep D,Referral,3,429.89,1289.67,2025-02
503503,2024-04-20,Midwest,Window Treatments,Rep C,Referral,5,384.73,1923.65,2024-04
503504,2024-08-02,South,Smart Blinds,Rep C,Referral,2,271.85,543.7,2024-08
503505,2025-08-22,West,Smart Blinds,Rep E,Website,1,761.33,761.33,2025-08
503506,2024-07-21,South,Smart Blinds,Rep B,Referral,4,699.35,2797.4,2024-07
503507,2025-10-07,Midwest,Window Treatments,Rep E,Referral,2,849.32,1698.64,2025-10
503508,2025-07-03,South,Accessories,Rep A,Inbound Call,4,406.31,1625.24,2025-07
503509,2025-04-09,East,Window Treatments,Rep B,Website,5,913.91,4569.55,2025-04
503510,2024-10-15,South,Window Treatments,Rep B,Inbound Call,5,449.26,2246.3,2024-10
503511,2025-08-25,West,Smart Blinds,Rep B,Canvassing,4,314.3,1257.2,2025-08
503512,2024-10-22,East,Window Treatments,Rep D,Partner,2,377.69,755.38,2024-10
503513,2024-04-14,Midwest,Outdoor Shades,Rep D,Referral,5,724.67,3623.35,2024-04
503514,2025-08-03,Midwest,Accessories,Rep E,Website,2,347.01,694.02,2025-08
503515,2025-01-17,Midwest,Smart Blinds,Rep E,Inbound Call,3,504.72,1514.16,2025-01
503516,2024-04-19,West,Smart Blinds,Rep B,Partner,1,514.2,514.2,2024-04
503517,2025-01-30,East,Accessories,Rep C,Referral,3,455.42,1366.26,2025-01
503518,2024-09-27,West,Outdoor Shades,Rep A,Partner,2,1039.78,2079.56,2024-09
503519,2024-09-21,East,Window Treatments,Rep C,Website,4,390.65,1562.6,2024-09
503520,2025-01-14,East,Outdoor Shades,Rep D,Website,4,490.97,1963.88,2025-01
503521,2025-08-12,Midwest,Window Treatments,Rep B,Partner,5,172.14,860.7,2025-08
503522,2024-09-04,Midwest,Smart Blinds,Rep A,Referral,3,202.43,607.29,2024-09
503523,2024-07-16,East,Window Treatments,Rep C,Partner,2,591.2,1182.4,2024-07
503524,2024-01-31,West,Smart Blinds,Rep D,Referral,2,854.63,1709.26,2024-01
503525,2025-12-08,South,Window Treatments,Rep B,Partner,4,669.4,2677.6,2025-12
503526,2025-06-23,West,Window Treatments,Rep B,Website,5,565.67,2828.35,2025-06
503527,2024-08-11,South,Window Treatments,Rep E,Canvassing,1,621.41,621.41,2024-08
503528,2024-04-29,Midwest,Window Treatments,Rep A,Canvassing,5,227.28,1136.4,2024-04
503529,2025-10-21,South,Smart Blinds,Rep B,Website,1,457.17,457.17,2025-10
503530,2025-02-10,Midwest,Smart Blinds,Rep E,Partner,4,1022.56,4090.24,2025-02
503531,2024-07-25,Midwest,Outdoor Shades,Rep B,Partner,4,569.8,2279.2,2024-07
503532,2025-05-01,West,Window Treatments,Rep B,Inbound Call,2,198.19,396.38,2025-05
503533,2025-04-26,East,Outdoor Shades,Rep B,Website,2,789.19,1578.38,2025-04
503534,2025-12-27,South,Smart Blinds,Rep C,Inbound Call,1,700.18,700.18,2025-12
503535,2024-12-26,West,Outdoor Shades,Rep C,Inbound Call,4,529.44,2117.76,2024-12
503536,2024-12-25,South,Window Treatments,Rep E,Canvassing,3,773.86,2321.58,2024-12
503537,2025-11-11,East,Outdoor Shades,Rep C,Website,4,620.68,2482.72,2025-11
503538,2025-06-14,South,Window Treatments,Rep A,Website,1,130.82,130.82,2025-06
503539,2025-06-01,Midwest,Outdoor Shades,Rep C,Referral,1,389.83,389.83,2025-06
503540,2024-05-11,East,Outdoor Shades,Rep D,Website,4,1091.69,4366.76,2024-05
503541,2025-08-20,South,Window Treatments,Rep E,Referral,2,751.4,1502.8,2025-08
503542,2024-01-29,South,Window Treatments,Rep E,Canvassing,5,833.12,4165.6,2024-01
503543,2025-03-26,West,Accessories,Rep C,Canvassing,3,860.06,2580.18,2025-03
503544,2025-11-18,South,Window Treatments,Rep B,Website,2,535.28,1070.56,2025-11
503545,2024-09-03,Midwest,Outdoor Shades,Rep C,Website,2,693.76,1387.52,2024-09
503546,2025-03-20,Midwest,Outdoor Shades,Rep B,Website,2,495.89,991.78,2025-03
503547,2025-10-10,South,Outdoor Shades,Rep B,Referral,3,326.44,979.32,2025-10
503548,2024-03-18,East,Outdoor Shades,Rep E,Canvassing,2,455.97,911.94,2024-03
503549,2024-04-10,East,Window Treatments,Rep C,Website,5,449.05,2245.25,2024-04
503550,2025-11-21,South,Window Treatments,Rep D,Canvassing,5,558.85,2794.25,2025-11
503551,2024-12-27,West,Outdoor Shades,Rep E,Website,1,898.21,898.21,2024-12
503552,2025-08-06,West,Window Treatments,Rep E,Referral,2,363.07,726.14,2025-08
503553,2024-05-03,West,Window Treatments,Rep A,Website,1,704.94,704.94,2024-05
503554,2024-05-13,South,Window Treatments,Rep D,Referral,3,994.19,2982.57,2024-05
503555,2025-02-27,Midwest,Window Treatments,Rep D,Referral,4,477.74,1910.96,2025-02
503556,2024-04-07,West,Smart Blinds,Rep D,Inbound Call,5,123.6,618.0,2024-04
503557,2025-05-24,West,Window Treatments,Rep D,Website,4,951.11,3804.44,2025-05
503558,2024-09-03,Midwest,Outdoor Shades,Rep C,Website,4,749.48,2997.92,2024-09
503559,2025-11-14,Midwest,Outdoor Shades,Rep E,Canvassing,1,169.92,169.92,2025-11
503560,2025-02-27,South,Outdoor Shades,Rep B,Website,3,501.3,1503.9,2025-02
503561,2024-06-06,East,Smart Blinds,Rep A,Canvassing,3,1039.86,3119.58,2024-06
503562,2025-06-17,South,Outdoor Shades,Rep B,Inbound Call,3,183.05,549.15,2025-06
503563,2025-11-16,East,Accessories,Rep B,Referral,5,498.57,2492.85,2025-11
503564,2024-07-05,Midwest,Window Treatments,Rep A,Website,2,381.46,762.92,2024-07
503565,2025-07-11,East,Accessories,Rep A,Partner,5,454.24,2271.2,2025-07
503566,2024-07-05,Midwest,Outdoor Shades,Rep C,Canvassing,4,897.37,3589.48,2024-07
503567,2024-04-08,East,Outdoor Shades,Rep C,Canvassing,5,817.25,4086.25,2024-04
503568,2024-12-21,South,Outdoor Shades,Rep E,Inbound Call,2,825.76,1651.52,2024-12
503569,2024-04-29,West,Window Treatments,Rep C,Website,5,755.67,3778.35,2024-04
503570,2024-03-15,West,Window Treatments,Rep C,Referral,1,1009.87,1009.87,2024-03
503571,2024-02-12,South,Outdoor Shades,Rep E,Canvassing,5,732.35,3661.75,2024-02
503572,2025-04-14,East,Accessories,Rep A,Partner,5,501.43,2507.15,2025-04
503573,2025-12-15,West,Outdoor Shades,Rep B,Inbound Call,1,778.58,778.58,2025-12
503574,2025-11-22,Midwest,Smart Blinds,Rep E,Partner,1,559.97,559.97,2025-11
503575,2024-03-09,Midwest,Outdoor Shades,Rep B,Partner,4,1011.38,4045.52,2024-03
503576,2025-12-26,East,Outdoor Shades,Rep C,Inbound Call,5,731.59,3657.95,2025-12
503577,2024-09-29,West,Outdoor Shades,Rep E,Canvassing,4,547.69,2190.76,2024-09
